2025-10-26 14:55:06 | customer_support | workflow_delay | $0.0893 | partial
2025-10-27 15:32:54 | invoice_processing | queue_pressure | $0.0930 | partial
2025-10-27 15:32:56 | order_processing | data_error | $0.0956 | partial
2025-10-27 15:33:03 | invoice_processing | queue_pressure | $0.0973 | partial
2025-10-27 15:33:03 | invoice_processing | api_failure | $0.0968 | partial
2025-10-27 15:33:08 | order_processing | workflow_delay | $0.0898 | partial
2025-10-27 15:33:10 | order_processing | workflow_delay | $0.0935 | partial
2025-10-27 15:33:14 | invoice_processing | data_error | $0.0888 | partial
2025-10-27 15:33:18 | invoice_processing | queue_pressure | $0.0927 | partial
2025-10-27 15:33:19 | invoice_processing | workflow_delay | $0.0888 | partial
2025-10-27 15:33:25 | order_processing | workflow_delay | $0.0979 | partial
2025-10-27 15:33:27 | invoice_processing | data_error | $0.0896 | partial
2025-10-27 15:33:33 | invoice_processing | queue_pressure | $0.0895 | partial
2025-10-27 15:33:37 | customer_support | queue_pressure | $0.0891 | partial
2025-10-27 15:33:42 | customer_support | data_error | $0.0895 | partial
2025-10-27 15:33:43 | invoice_processing | workflow_delay | $0.0926 | partial
2025-10-27 15:33:49 | customer_support | api_failure | $0.0878 | partial
2025-10-27 15:33:50 | invoice_processing | workflow_delay | $0.0971 | partial
2025-10-27 15:33:56 | order_processing | queue_pressure | $0.0934 | partial
2025-10-27 15:33:58 | order_processing | data_error | $0.0972 | partial
2025-10-27 15:34:02 | invoice_processing | api_failure | $0.0939 | partial
2025-10-27 15:34:03 | order_processing | api_failure | $0.0973 | partial
2025-10-27 15:34:12 | order_processing | data_error | $0.0931 | partial
2025-10-27 15:34:13 | customer_support | api_failure | $0.0947 | partial
2025-10-27 15:34:18 | customer_support | api_failure | $0.0986 | partial
2025-10-27 15:34:23 | customer_support | api_failure | $0.0926 | partial
2025-10-27 15:34:23 | invoice_processing | queue_pressure | $0.0916 | partial
2025-10-27 15:34:30 | invoice_processing | queue_pressure | $0.0937 | partial
2025-10-27 15:34:31 | order_processing | queue_pressure | $0.0924 | partial
2025-10-27 15:34:35 | order_processing | workflow_delay | $0.0901 | partial
2025-10-27 15:34:38 | customer_support | queue_pressure | $0.0908 | partial
2025-10-27 15:34:41 | order_processing | workflow_delay | $0.0899 | partial
2025-10-27 15:34:45 | order_processing | workflow_delay | $0.0875 | partial
2025-10-27 15:34:48 | invoice_processing | queue_pressure | $0.0898 | partial
2025-10-27 15:34:50 | invoice_processing | api_failure | $0.0909 | partial
2025-10-27 15:34:56 | order_processing | queue_pressure | $0.0907 | partial
2025-10-27 15:34:57 | customer_support | workflow_delay | $0.0918 | partial
2025-10-27 15:35:04 | customer_support | workflow_delay | $0.0920 | partial
2025-10-27 15:35:06 | customer_support | data_error | $0.0984 | partial
2025-10-27 15:35:11 | customer_support | workflow_delay | $0.0929 | partial
2025-10-27 15:35:16 | order_processing | api_failure | $0.0911 | partial
2025-10-27 15:35:17 | customer_support | data_error | $0.0921 | partial
2025-10-27 15:35:22 | invoice_processing | api_failure | $0.0969 | partial
2025-10-27 15:35:27 | invoice_processing | api_failure | $0.0979 | partial
2025-10-27 15:35:28 | invoice_processing | data_error | $0.0976 | partial
2025-10-27 15:35:34 | order_processing | queue_pressure | $0.0956 | partial
2025-10-27 15:35:36 | customer_support | data_error | $0.0941 | partial
2025-10-27 15:35:41 | customer_support | workflow_delay | $0.0908 | partial
2025-10-27 15:35:41 | invoice_processing | queue_pressure | $0.0889 | partial
2025-10-27 15:35:47 | invoice_processing | queue_pressure | $0.0990 | partial
2025-10-27 15:35:51 | invoice_processing | data_error | $0.0918 | partial
2025-10-27 15:35:54 | order_processing | queue_pressure | $0.0909 | partial
2025-10-27 15:35:57 | customer_support | data_error | $0.0975 | partial
2025-10-27 15:36:00 | customer_support | data_error | $0.0986 | partial
2025-10-27 15:36:04 | customer_support | queue_pressure | $0.0972 | partial
2025-10-27 15:36:06 | order_processing | queue_pressure | $0.0879 | partial
2025-10-27 15:36:11 | invoice_processing | queue_pressure | $0.0976 | partial
2025-10-27 15:36:15 | customer_support | api_failure | $0.0893 | partial
2025-10-27 15:36:20 | customer_support | data_error | $0.0915 | partial
2025-10-27 15:36:22 | customer_support | data_error | $0.0985 | partial
2025-10-27 15:36:27 | customer_support | api_failure | $0.0926 | partial
2025-10-27 15:36:29 | invoice_processing | data_error | $0.0983 | partial
2025-10-27 15:36:34 | order_processing | data_error | $0.0935 | partial
2025-10-27 15:36:36 | invoice_processing | workflow_delay | $0.0914 | partial
2025-10-27 15:36:41 | order_processing | api_failure | $0.0922 | partial
2025-10-27 15:36:41 | customer_support | api_failure | $0.0916 | partial
2025-10-27 15:36:48 | invoice_processing | api_failure | $0.0877 | partial
2025-10-27 15:36:51 | order_processing | workflow_delay | $0.0875 | partial
2025-10-27 15:36:57 | invoice_processing | data_error | $0.0928 | partial
2025-10-27 15:36:58 | customer_support | api_failure | $0.0931 | partial
2025-10-27 15:37:04 | order_processing | api_failure | $0.0981 | partial
2025-10-27 15:37:06 | invoice_processing | queue_pressure | $0.0911 | partial
2025-10-27 15:37:13 | customer_support | api_failure | $0.0956 | partial
2025-10-27 15:37:13 | customer_support | queue_pressure | $0.0975 | partial
2025-10-27 15:37:21 | order_processing | workflow_delay | $0.0974 | partial
2025-10-27 15:37:23 | customer_support | data_error | $0.0976 | partial
2025-10-27 15:37:27 | invoice_processing | api_failure | $0.0935 | partial
2025-10-27 15:37:32 | customer_support | data_error | $0.0910 | partial
2025-10-27 15:37:36 | customer_support | data_error | $0.0952 | partial
2025-10-27 15:37:39 | invoice_processing | workflow_delay | $0.0924 | partial
2025-10-27 15:37:41 | invoice_processing | queue_pressure | $0.0978 | partial
2025-10-27 15:37:47 | invoice_processing | queue_pressure | $0.0947 | partial
2025-10-27 15:37:48 | customer_support | api_failure | $0.0929 | partial
2025-10-27 15:37:55 | customer_support | api_failure | $0.0937 | partial
2025-10-27 15:37:58 | customer_support | api_failure | $0.0956 | partial
2025-10-27 15:38:01 | invoice_processing | workflow_delay | $0.0912 | partial
2025-10-27 15:38:07 | order_processing | queue_pressure | $0.0919 | partial
2025-10-27 15:38:08 | order_processing | data_error | $0.0980 | partial
2025-10-27 15:38:14 | customer_support | data_error | $0.0976 | partial
2025-10-27 15:38:16 | customer_support | workflow_delay | $0.0877 | partial
2025-10-27 15:38:21 | order_processing | workflow_delay | $0.0928 | partial
2025-10-27 15:38:23 | invoice_processing | queue_pressure | $0.0943 | partial
2025-10-27 15:38:26 | invoice_processing | queue_pressure | $0.0934 | partial
2025-10-27 15:38:31 | customer_support | workflow_delay | $0.0982 | partial
2025-10-27 15:38:33 | order_processing | api_failure | $0.0943 | partial
2025-10-27 15:38:38 | order_processing | api_failure | $0.0981 | partial
2025-10-27 15:38:41 | customer_support | queue_pressure | $0.0931 | partial
2025-10-27 15:38:46 | customer_support | queue_pressure | $0.0937 | partial
2025-10-27 15:38:47 | customer_support | api_failure | $0.0959 | partial
2025-10-27 15:38:54 | order_processing | data_error | $0.0914 | partial
2025-10-27 15:38:54 | order_processing | data_error | $0.0947 | partial
2025-10-27 15:39:00 | invoice_processing | queue_pressure | $0.0913 | partial
2025-10-27 15:39:00 | invoice_processing | workflow_delay | $0.0984 | partial
2025-10-27 15:39:07 | invoice_processing | data_error | $0.0987 | partial
2025-10-27 15:39:10 | invoice_processing | api_failure | $0.0947 | partial
2025-10-27 15:39:16 | invoice_processing | queue_pressure | $0.0973 | partial
2025-10-27 15:39:17 | order_processing | data_error | $0.0975 | partial
2025-10-27 15:39:22 | invoice_processing | api_failure | $0.0914 | partial
2025-10-27 15:39:26 | customer_support | data_error | $0.0961 | partial
2025-10-27 15:39:28 | invoice_processing | queue_pressure | $0.0895 | partial
2025-10-27 15:39:33 | order_processing | workflow_delay | $0.0980 | partial
2025-10-27 15:39:34 | order_processing | queue_pressure | $0.0931 | partial
2025-10-27 15:39:38 | customer_support | api_failure | $0.0969 | partial
2025-10-27 15:39:41 | order_processing | api_failure | $0.0964 | partial
2025-10-27 15:39:44 | customer_support | data_error | $0.0957 | partial
2025-10-27 15:39:48 | invoice_processing | api_failure | $0.0937 | partial
2025-10-27 15:39:51 | customer_support | data_error | $0.0882 | partial
2025-10-27 15:39:53 | order_processing | api_failure | $0.0880 | partial
2025-10-27 15:39:59 | customer_support | api_failure | $0.0935 | partial
2025-10-27 15:40:02 | order_processing | data_error | $0.0985 | partial
2025-10-27 15:40:06 | invoice_processing | queue_pressure | $0.0988 | partial
2025-10-27 15:40:07 | customer_support | workflow_delay | $0.0989 | partial
2025-10-27 15:40:16 | customer_support | workflow_delay | $0.0901 | partial
2025-10-27 15:40:17 | invoice_processing | api_failure | $0.0924 | partial
2025-10-27 15:40:22 | customer_support | workflow_delay | $0.0888 | partial
2025-10-27 15:40:23 | order_processing | queue_pressure | $0.0964 | partial
2025-10-27 15:40:31 | invoice_processing | api_failure | $0.0974 | partial
2025-10-27 15:40:33 | order_processing | data_error | $0.0935 | partial
2025-10-27 15:40:41 | invoice_processing | queue_pressure | $0.0953 | partial
2025-10-27 15:40:41 | invoice_processing | queue_pressure | $0.0984 | partial
2025-10-27 15:40:49 | customer_support | data_error | $0.0932 | partial
2025-10-27 15:40:49 | invoice_processing | api_failure | $0.0875 | partial
2025-10-27 15:40:54 | order_processing | queue_pressure | $0.0958 | partial
2025-10-27 15:40:58 | customer_support | queue_pressure | $0.0911 | partial
2025-10-27 15:41:01 | customer_support | workflow_delay | $0.0914 | partial
2025-10-27 15:41:06 | invoice_processing | api_failure | $0.0971 | partial
2025-10-27 15:41:07 | customer_support | data_error | $0.0976 | partial
2025-10-27 15:41:13 | invoice_processing | data_error | $0.0917 | partial
2025-10-27 15:41:14 | order_processing | queue_pressure | $0.0931 | partial
2025-10-27 15:41:20 | order_processing | workflow_delay | $0.0897 | partial
2025-10-27 15:41:23 | invoice_processing | workflow_delay | $0.0959 | partial
2025-10-27 15:41:27 | order_processing | workflow_delay | $0.0971 | partial
2025-10-27 15:41:30 | customer_support | data_error | $0.0900 | partial
2025-10-27 15:41:32 | invoice_processing | workflow_delay | $0.0876 | partial
2025-10-27 15:41:35 | invoice_processing | queue_pressure | $0.0896 | partial
2025-10-27 15:41:37 | invoice_processing | data_error | $0.0937 | partial
2025-10-27 15:41:43 | order_processing | queue_pressure | $0.0880 | partial
2025-10-27 15:41:45 | invoice_processing | data_error | $0.0950 | partial
2025-10-27 15:41:52 | invoice_processing | api_failure | $0.0886 | partial
2025-10-27 15:41:55 | invoice_processing | queue_pressure | $0.0980 | partial
2025-10-27 15:42:00 | invoice_processing | queue_pressure | $0.0984 | partial
2025-10-27 15:42:02 | order_processing | api_failure | $0.0963 | partial
2025-10-27 15:42:09 | customer_support | queue_pressure | $0.0982 | partial
2025-10-27 15:42:10 | customer_support | data_error | $0.0964 | partial
2025-10-27 15:42:18 | invoice_processing | workflow_delay | $0.0963 | partial
2025-10-27 15:42:18 | order_processing | data_error | $0.0937 | partial
2025-10-27 15:42:24 | order_processing | queue_pressure | $0.0960 | partial
2025-10-27 15:42:26 | order_processing | api_failure | $0.0984 | partial
2025-10-27 15:42:30 | customer_support | data_error | $0.0917 | partial
2025-10-27 15:42:35 | order_processing | queue_pressure | $0.0987 | partial
2025-10-27 15:42:38 | order_processing | data_error | $0.0882 | partial
2025-10-27 15:42:43 | order_processing | workflow_delay | $0.0959 | partial
2025-10-27 15:42:46 | customer_support | api_failure | $0.0901 | partial
2025-10-27 15:42:50 | order_processing | queue_pressure | $0.0906 | partial
2025-10-27 15:42:55 | invoice_processing | api_failure | $0.0932 | partial
2025-10-27 15:42:56 | order_processing | api_failure | $0.0899 | partial
2025-10-27 15:43:00 | order_processing | queue_pressure | $0.0911 | partial
2025-10-27 15:43:04 | order_processing | data_error | $0.0970 | partial
2025-10-27 15:43:08 | order_processing | api_failure | $0.0900 | partial
2025-10-27 15:43:09 | order_processing | workflow_delay | $0.0884 | partial
2025-10-27 15:43:17 | customer_support | queue_pressure | $0.0978 | partial
2025-10-27 15:43:19 | customer_support | queue_pressure | $0.0924 | partial
2025-10-27 15:43:24 | customer_support | api_failure | $0.0980 | partial
2025-10-27 15:43:27 | invoice_processing | data_error | $0.0974 | partial
2025-10-27 15:43:34 | invoice_processing | queue_pressure | $0.0896 | partial
2025-10-27 15:43:37 | invoice_processing | queue_pressure | $0.0982 | partial
2025-10-27 15:43:41 | invoice_processing | workflow_delay | $0.0935 | partial
2025-10-27 15:43:42 | invoice_processing | queue_pressure | $0.0906 | partial
2025-10-27 15:43:47 | order_processing | queue_pressure | $0.0902 | partial
2025-10-27 15:43:50 | customer_support | queue_pressure | $0.0889 | partial
2025-10-27 15:43:54 | invoice_processing | api_failure | $0.0929 | partial
2025-10-27 15:43:59 | order_processing | api_failure | $0.0983 | partial
2025-10-27 15:44:04 | invoice_processing | workflow_delay | $0.0921 | partial
2025-10-27 15:44:05 | customer_support | workflow_delay | $0.0989 | partial
2025-10-27 15:44:11 | invoice_processing | workflow_delay | $0.0933 | partial
2025-10-27 15:44:12 | invoice_processing | queue_pressure | $0.0981 | partial
2025-10-27 15:44:19 | customer_support | workflow_delay | $0.0967 | partial
2025-10-27 15:44:21 | invoice_processing | workflow_delay | $0.0913 | partial
2025-10-27 15:44:26 | order_processing | queue_pressure | $0.0921 | partial
2025-10-27 15:44:28 | customer_support | data_error | $0.0893 | partial
2025-10-27 15:44:36 | order_processing | workflow_delay | $0.0892 | partial
2025-10-27 15:44:38 | invoice_processing | api_failure | $0.0912 | partial
2025-10-27 15:44:46 | customer_support | workflow_delay | $0.0946 | partial
2025-10-27 15:44:48 | invoice_processing | data_error | $0.0982 | partial
2025-10-27 15:44:54 | customer_support | workflow_delay | $0.0911 | partial
2025-10-27 15:44:57 | customer_support | data_error | $0.0963 | partial
2025-10-27 15:45:00 | order_processing | workflow_delay | $0.0880 | partial
2025-10-27 15:45:05 | customer_support | data_error | $0.0904 | partial
2025-10-27 15:45:10 | order_processing | api_failure | $0.0935 | partial
2025-10-27 15:45:13 | invoice_processing | data_error | $0.0961 | partial
2025-10-27 15:45:15 | order_processing | workflow_delay | $0.0916 | partial
2025-10-27 15:45:18 | order_processing | queue_pressure | $0.0898 | partial
2025-10-27 15:45:22 | order_processing | api_failure | $0.0881 | partial
2025-10-27 15:45:24 | order_processing | queue_pressure | $0.0921 | partial
2025-10-27 15:45:30 | customer_support | data_error | $0.0900 | partial
2025-10-27 15:45:30 | invoice_processing | workflow_delay | $0.0966 | partial
2025-10-27 15:45:37 | customer_support | workflow_delay | $0.0944 | partial
2025-10-27 15:45:39 | customer_support | data_error | $0.0971 | partial
2025-10-27 15:45:45 | invoice_processing | api_failure | $0.0929 | partial
2025-10-27 15:45:47 | customer_support | api_failure | $0.0881 | partial
2025-10-27 15:45:55 | customer_support | queue_pressure | $0.0984 | partial
2025-10-27 15:45:55 | invoice_processing | api_failure | $0.0940 | partial
2025-10-27 15:46:02 | invoice_processing | workflow_delay | $0.0914 | partial
2025-10-27 15:46:04 | customer_support | api_failure | $0.0919 | partial
2025-10-27 15:46:07 | customer_support | workflow_delay | $0.0894 | partial
2025-10-27 15:46:14 | order_processing | workflow_delay | $0.0947 | partial
2025-10-27 15:46:14 | customer_support | queue_pressure | $0.0945 | partial
2025-10-27 15:46:21 | customer_support | data_error | $0.0919 | partial
2025-10-27 15:46:22 | invoice_processing | data_error | $0.0879 | partial
2025-10-27 15:46:27 | order_processing | api_failure | $0.0967 | partial
2025-10-27 15:46:28 | order_processing | workflow_delay | $0.0888 | partial
2025-10-27 15:46:33 | customer_support | queue_pressure | $0.0909 | partial
2025-10-27 15:46:36 | invoice_processing | workflow_delay | $0.0892 | partial
2025-10-27 15:46:40 | invoice_processing | workflow_delay | $0.0912 | partial
2025-10-27 15:46:46 | customer_support | api_failure | $0.0926 | partial
2025-10-27 15:46:48 | invoice_processing | workflow_delay | $0.0963 | partial
2025-10-27 15:46:55 | invoice_processing | queue_pressure | $0.0887 | partial
2025-10-27 15:46:56 | order_processing | api_failure | $0.0942 | partial
2025-10-27 15:47:03 | order_processing | queue_pressure | $0.0924 | partial
2025-10-27 15:47:05 | invoice_processing | queue_pressure | $0.0903 | partial
2025-10-27 15:47:09 | customer_support | workflow_delay | $0.0987 | partial
2025-10-27 15:47:12 | invoice_processing | api_failure | $0.0974 | partial
2025-10-27 15:47:16 | order_processing | queue_pressure | $0.0989 | partial
2025-10-27 15:47:17 | customer_support | api_failure | $0.0882 | partial
2025-10-27 15:47:22 | customer_support | queue_pressure | $0.0942 | partial
2025-10-27 15:47:23 | invoice_processing | api_failure | $0.0965 | partial
2025-10-27 15:47:28 | invoice_processing | api_failure | $0.0914 | partial
2025-10-27 15:47:30 | customer_support | workflow_delay | $0.0899 | partial
2025-10-27 15:47:34 | invoice_processing | api_failure | $0.0899 | partial
2025-10-27 15:47:39 | customer_support | api_failure | $0.0982 | partial
2025-10-27 15:47:44 | customer_support | api_failure | $0.0888 | partial
2025-10-27 15:47:44 | order_processing | queue_pressure | $0.0880 | partial
2025-10-27 15:47:49 | invoice_processing | data_error | $0.0928 | partial
2025-10-27 15:47:51 | order_processing | workflow_delay | $0.0954 | partial
2025-10-27 15:47:57 | customer_support | api_failure | $0.0978 | partial
2025-10-27 15:47:59 | order_processing | data_error | $0.0926 | partial
2025-10-27 15:48:04 | invoice_processing | data_error | $0.0964 | partial
2025-10-27 15:48:09 | invoice_processing | workflow_delay | $0.0962 | partial
2025-10-27 15:48:14 | order_processing | workflow_delay | $0.0911 | partial
2025-10-27 15:48:16 | invoice_processing | data_error | $0.0897 | partial
2025-10-27 15:48:22 | customer_support | data_error | $0.0913 | partial
2025-10-27 15:48:25 | invoice_processing | queue_pressure | $0.0964 | partial
2025-10-27 15:48:32 | customer_support | api_failure | $0.0955 | partial
2025-10-27 15:48:32 | invoice_processing | queue_pressure | $0.0923 | partial
2025-10-27 15:48:37 | invoice_processing | data_error | $0.0890 | partial
2025-10-27 15:48:38 | order_processing | queue_pressure | $0.0931 | partial
2025-10-27 15:48:44 | order_processing | api_failure | $0.0947 | partial
2025-10-27 15:48:47 | customer_support | data_error | $0.0964 | partial
2025-10-27 15:48:54 | customer_support | workflow_delay | $0.0962 | partial
2025-10-27 15:48:55 | customer_support | data_error | $0.0912 | partial
2025-10-27 15:48:59 | invoice_processing | queue_pressure | $0.0941 | partial
2025-10-27 15:49:00 | order_processing | queue_pressure | $0.0923 | partial
2025-10-27 15:49:04 | order_processing | api_failure | $0.0972 | partial
2025-10-27 15:49:09 | order_processing | workflow_delay | $0.0959 | partial
2025-10-27 15:49:11 | customer_support | data_error | $0.0917 | partial
2025-10-27 15:49:14 | invoice_processing | queue_pressure | $0.0963 | partial
2025-10-27 15:49:21 | order_processing | api_failure | $0.0915 | partial
2025-10-27 15:49:21 | customer_support | queue_pressure | $0.0937 | partial
2025-10-27 15:49:28 | invoice_processing | data_error | $0.0924 | partial
2025-10-27 15:49:31 | invoice_processing | queue_pressure | $0.0979 | partial
2025-10-27 15:49:34 | invoice_processing | data_error | $0.0885 | partial
2025-10-27 15:49:40 | customer_support | queue_pressure | $0.0946 | partial
2025-10-27 15:49:41 | order_processing | workflow_delay | $0.0959 | partial
2025-10-27 15:49:46 | invoice_processing | workflow_delay | $0.0889 | partial
2025-10-27 15:49:50 | order_processing | api_failure | $0.0910 | partial
2025-10-27 15:49:55 | customer_support | data_error | $0.0894 | partial
2025-10-27 15:49:59 | order_processing | api_failure | $0.0890 | partial
2025-10-27 15:50:04 | customer_support | workflow_delay | $0.0966 | partial
2025-10-27 15:50:05 | customer_support | workflow_delay | $0.0920 | partial
2025-10-27 15:50:09 | customer_support | workflow_delay | $0.0925 | partial
2025-10-27 15:50:14 | invoice_processing | data_error | $0.0938 | partial
2025-10-27 15:50:16 | customer_support | queue_pressure | $0.0964 | partial
2025-10-27 15:50:23 | order_processing | api_failure | $0.0960 | partial
2025-10-27 15:50:23 | customer_support | api_failure | $0.0906 | partial
2025-10-27 15:50:31 | customer_support | queue_pressure | $0.0948 | partial
2025-10-27 15:50:33 | customer_support | api_failure | $0.0899 | partial
2025-10-27 15:50:39 | order_processing | data_error | $0.0943 | partial
2025-10-27 15:50:40 | customer_support | workflow_delay | $0.0936 | partial
2025-10-27 15:50:44 | customer_support | queue_pressure | $0.0968 | partial
2025-10-27 15:50:49 | customer_support | data_error | $0.0908 | partial
2025-10-27 15:50:49 | customer_support | workflow_delay | $0.0989 | partial
2025-10-27 15:50:55 | invoice_processing | api_failure | $0.0983 | partial
2025-10-27 15:50:57 | customer_support | data_error | $0.0882 | partial
2025-10-27 15:51:03 | invoice_processing | workflow_delay | $0.0970 | partial
2025-10-27 15:51:04 | invoice_processing | api_failure | $0.0922 | partial
2025-10-27 15:51:08 | invoice_processing | data_error | $0.0952 | partial
2025-10-27 15:51:11 | customer_support | api_failure | $0.0954 | partial
2025-10-27 15:51:14 | invoice_processing | queue_pressure | $0.0917 | partial
2025-10-27 15:51:16 | order_processing | data_error | $0.0963 | partial
2025-10-27 15:51:20 | customer_support | data_error | $0.0945 | partial
2025-10-27 15:51:24 | invoice_processing | queue_pressure | $0.0965 | partial
2025-10-27 15:51:30 | invoice_processing | api_failure | $0.0984 | partial
2025-10-27 15:51:31 | order_processing | api_failure | $0.0891 | partial
2025-10-27 15:51:35 | order_processing | data_error | $0.0971 | partial
2025-10-27 15:51:41 | order_processing | queue_pressure | $0.0955 | partial
2025-10-27 15:51:43 | customer_support | data_error | $0.0980 | partial
2025-10-27 15:51:47 | order_processing | queue_pressure | $0.0940 | partial
2025-10-27 15:51:51 | invoice_processing | data_error | $0.0915 | partial
2025-10-27 15:51:57 | invoice_processing | queue_pressure | $0.0909 | partial
2025-10-27 15:51:58 | order_processing | api_failure | $0.0971 | partial
2025-10-27 15:52:04 | invoice_processing | workflow_delay | $0.0905 | partial
2025-10-27 15:52:06 | invoice_processing | data_error | $0.0964 | partial
2025-10-27 15:52:11 | customer_support | data_error | $0.0893 | partial
2025-10-27 15:52:13 | order_processing | workflow_delay | $0.0947 | partial
2025-10-27 15:52:16 | invoice_processing | workflow_delay | $0.0879 | partial
2025-10-27 15:52:23 | invoice_processing | data_error | $0.0975 | partial
2025-10-27 15:52:26 | customer_support | data_error | $0.0969 | partial
2025-10-27 15:52:28 | invoice_processing | workflow_delay | $0.0989 | partial
2025-10-27 15:52:33 | order_processing | api_failure | $0.0951 | partial
2025-10-27 15:52:35 | invoice_processing | data_error | $0.0911 | partial
2025-10-27 15:52:39 | customer_support | workflow_delay | $0.0963 | partial
2025-10-27 15:52:40 | invoice_processing | queue_pressure | $0.0974 | partial
2025-10-27 15:52:47 | order_processing | workflow_delay | $0.0920 | partial
2025-10-27 15:52:47 | invoice_processing | api_failure | $0.0878 | partial
2025-10-27 15:52:54 | invoice_processing | queue_pressure | $0.0912 | partial
2025-10-27 15:52:55 | invoice_processing | queue_pressure | $0.0954 | partial
2025-10-27 15:52:59 | order_processing | data_error | $0.0960 | partial
2025-10-27 15:53:04 | order_processing | queue_pressure | $0.0934 | partial
2025-10-27 15:53:07 | customer_support | queue_pressure | $0.0956 | partial
2025-10-27 15:53:10 | invoice_processing | queue_pressure | $0.0975 | partial
2025-10-27 15:53:16 | invoice_processing | workflow_delay | $0.0922 | partial
2025-10-27 15:53:17 | customer_support | queue_pressure | $0.0944 | partial
2025-10-27 15:53:22 | customer_support | data_error | $0.0955 | partial
2025-10-27 15:53:27 | order_processing | data_error | $0.0933 | partial
2025-10-27 15:53:29 | customer_support | api_failure | $0.0920 | partial
2025-10-27 15:53:35 | order_processing | queue_pressure | $0.0986 | partial
2025-10-27 15:53:39 | order_processing | api_failure | $0.0946 | partial
2025-10-27 15:53:40 | invoice_processing | queue_pressure | $0.0905 | partial
2025-10-27 15:53:46 | invoice_processing | api_failure | $0.0961 | partial
2025-10-27 15:53:48 | invoice_processing | queue_pressure | $0.0933 | partial
2025-10-27 15:53:53 | order_processing | workflow_delay | $0.0897 | partial
2025-10-27 15:53:56 | order_processing | workflow_delay | $0.0940 | partial
2025-10-27 15:54:00 | customer_support | api_failure | $0.0951 | partial
2025-10-27 15:54:02 | invoice_processing | data_error | $0.0892 | partial
2025-10-27 15:54:06 | invoice_processing | api_failure | $0.0882 | partial
2025-10-27 15:54:10 | order_processing | queue_pressure | $0.0920 | partial
2025-10-27 15:54:16 | customer_support | workflow_delay | $0.0902 | partial
2025-10-27 15:54:18 | order_processing | api_failure | $0.0988 | partial
2025-10-27 15:54:22 | customer_support | api_failure | $0.0885 | partial
2025-10-27 15:54:28 | customer_support | api_failure | $0.0895 | partial
2025-10-27 15:54:28 | invoice_processing | data_error | $0.0893 | partial
2025-10-27 15:54:37 | customer_support | workflow_delay | $0.0930 | partial
2025-10-27 15:54:37 | invoice_processing | api_failure | $0.0962 | partial
2025-10-27 15:54:43 | customer_support | queue_pressure | $0.0894 | partial
2025-10-27 15:54:43 | customer_support | api_failure | $0.0945 | partial
2025-10-27 15:54:49 | order_processing | workflow_delay | $0.0880 | partial
2025-10-27 15:54:53 | customer_support | data_error | $0.0894 | partial
2025-10-27 15:54:57 | order_processing | queue_pressure | $0.0987 | partial
2025-10-27 15:55:01 | customer_support | queue_pressure | $0.0951 | partial
2025-10-27 15:55:03 | customer_support | workflow_delay | $0.0881 | partial
2025-10-27 15:55:06 | customer_support | api_failure | $0.0935 | partial
2025-10-27 15:55:11 | order_processing | workflow_delay | $0.0945 | partial
2025-10-27 15:55:15 | order_processing | api_failure | $0.0919 | partial
2025-10-27 15:55:20 | invoice_processing | queue_pressure | $0.0954 | partial
2025-10-27 15:55:22 | customer_support | api_failure | $0.0877 | partial
2025-10-27 15:55:27 | customer_support | workflow_delay | $0.0946 | partial
2025-10-27 15:55:29 | customer_support | workflow_delay | $0.0959 | partial
2025-10-27 15:55:36 | invoice_processing | queue_pressure | $0.0912 | partial
2025-10-27 15:55:39 | invoice_processing | queue_pressure | $0.0901 | partial
2025-10-27 15:55:41 | invoice_processing | workflow_delay | $0.0913 | partial
2025-10-27 15:55:44 | order_processing | queue_pressure | $0.0954 | partial
2025-10-27 15:55:46 | order_processing | api_failure | $0.0878 | partial
2025-10-27 15:55:52 | invoice_processing | queue_pressure | $0.0984 | partial
2025-10-27 15:55:54 | invoice_processing | data_error | $0.0964 | partial
2025-10-27 15:55:57 | order_processing | workflow_delay | $0.0939 | partial
2025-10-27 15:55:59 | order_processing | workflow_delay | $0.0962 | partial
2025-10-27 15:56:04 | customer_support | queue_pressure | $0.0930 | partial
2025-10-27 15:56:06 | invoice_processing | api_failure | $0.0892 | partial
2025-10-27 15:56:26 | order_processing | data_error | $0.0881 | partial
2025-10-27 15:56:36 | invoice_processing | workflow_delay | $0.0899 | partial
2025-10-27 15:56:42 | invoice_processing | data_error | $0.0957 | partial
2025-10-27 15:56:51 | invoice_processing | api_failure | $0.0893 | partial
2025-10-27 15:57:00 | order_processing | workflow_delay | $0.0942 | partial
2025-10-27 15:57:05 | customer_support | data_error | $0.0956 | partial
2025-10-27 15:57:12 | customer_support | workflow_delay | $0.0890 | partial
2025-10-27 15:57:18 | customer_support | data_error | $0.0982 | partial
2025-10-27 15:57:27 | customer_support | workflow_delay | $0.0966 | partial
2025-10-27 15:57:35 | customer_support | api_failure | $0.0951 | partial
2025-10-27 15:57:42 | order_processing | api_failure | $0.0945 | partial
2025-10-27 15:57:50 | customer_support | data_error | $0.0902 | partial
2025-10-27 15:57:55 | customer_support | queue_pressure | $0.0942 | partial
2025-10-27 15:58:03 | invoice_processing | data_error | $0.0939 | partial
2025-10-27 15:58:09 | customer_support | data_error | $0.0940 | partial
2025-10-27 15:58:14 | order_processing | queue_pressure | $0.0886 | partial
